precursor_formulas,target_formula,Reaction,Year,Heating Operations,Heating Temperatures,Heating Times,Sintering Temperature,Sintering Time,Calcination Temperature,Calcination Time,DOI,Elements Match,Available Values Count,precursor_formulas_set
"['La2(CO3)3', 'Ga2O3', 'SrCO3', 'MgO']",Sr0.1La0.9Mg0.2Ga0.8O3,0.4 Ga2O3 + 0.45 La2(CO3)3 + 0.2 MgO + 0.075 O2 + 0.1 SrCO3 == 1 La0.9Sr0.1Ga0.8Mg0.2O3 + 1.45 CO2,2006,['calcining'],[[1200.0]],[[4.0]],,,1200.0,4.0,10.1016/j.jpowsour.2006.01.039,True,2,"['Ga2O3', 'La2(CO3)3', 'MgO', 'SrCO3']"
"['Ga2O3', 'La2O3', 'Mg5H2(C2O7)2', 'SrCO3']",Sr0.1La0.9Mg0.2Ga0.8O3,0.04 (MgCO3)4.Mg(OH)2·5H2O + 0.4 Ga2O3 + 0.45 La2O3 + 0.075 O2 + 0.1 SrCO3 == 1 La0.9Sr0.1Ga0.8Mg0.2O3 + 0.26 CO2 + 0.24 H2O,2004,"['Calcination', 'sintered']","[[], [1500.0]]","[[], [12.0]]",1500.0,12.0,,,10.1007/s10008-003-0438-0,True,2,"['Ga2O3', 'La2O3', 'Mg5H2(C2O7)2', 'SrCO3']"
"['Ga2O3', 'La2O3', 'SrCO3', 'MgCO3']",Sr0.1La0.9Mg0.2Ga0.8O3,0.4 Ga2O3 + 0.45 La2O3 + 0.2 MgCO3 + 0.075 O2 + 0.1 SrCO3 == 1 La0.9Sr0.1Ga0.8Mg0.2O3 + 0.3 CO2,1999,['sintered'],[[]],[[20.0]],1450.0,20.0,,,10.1016/s0955-2219(98)00315-x,True,2,"['Ga2O3', 'La2O3', 'MgCO3', 'SrCO3']"
"['Ga2O3', 'La2O3', 'SrCO3', 'MgO']",Sr0.1La0.9Mg0.2Ga0.8O3,0.4 Ga2O3 + 0.45 La2O3 + 0.2 MgO + 0.075 O2 + 0.1 SrCO3 == 1 La0.9Sr0.1Ga0.8Mg0.2O3 + 0.1 CO2,1997,"['precalcined', 'sintered', 'annealed', 'reheated', 'annealed']","[[999.85], [1499.85], [], [], []]","[[6.0], [6.0], [12.0], [], []]",1439.1825,8.166666666666666,1159.54,11.56,10.1021/ja964128l,True,4,"['Ga2O3', 'La2O3', 'MgO', 'SrCO3']"
"['Ga2O3', 'La2O3', 'MgO', 'SrO']",Sr0.1La0.9Mg0.2Ga0.8O3,0.4 Ga2O3 + 0.45 La2O3 + 0.2 MgO + 0.075 O2 + 0.1 SrO == 1 La0.9Sr0.1Ga0.8Mg0.2O3,2014,"['sintered', 'sintering', 'firing']","[[1399.85], [], [749.85]]","[[12.0], [], []]",1399.85,12.0,1249.85,18.0,10.1007/s00339-014-8332-4,True,4,"['Ga2O3', 'La2O3', 'MgO', 'SrO']"
"['Ga2O3', 'La2O3', 'SrCO3', 'MgO']",Sr0.1La0.9Mg0.8Ga0.2O3,0.1 Ga2O3 + 0.45 La2O3 + 0.8 MgO + 0.225 O2 + 0.1 SrCO3 == 1 La0.9Sr0.1Ga0.2Mg0.8O3 + 0.1 CO2,2001,"['pre-calcined', 'firing', 'calcined']","[[1500.0], [1500.0], [1400.0]]","[[], [12.0], []]",,,1400.0,,10.1016/s0955-2219(00)00257-0,True,1,"['Ga2O3', 'La2O3', 'MgO', 'SrCO3']"
"['La2O3', 'SrCO3', 'Mn2O3']",Sr0.1La0.9Mn1O3,0.45 La2O3 + 0.5 Mn2O3 + 0.025 O2 + 0.1 SrCO3 == 1 La0.9Sr0.1MnO3 + 0.1 CO2,2005,"['calcined', 'sintering']","[[1200.0], [1500.0]]","[[6.0], [6.0]]",1500.0,6.0,1200.0,6.0,10.1016/j.jeurceramsoc.2005.03.118,True,4,"['La2O3', 'Mn2O3', 'SrCO3']"
"['Sr2CO3', 'La2O3', 'MnO3']",Sr0.1La0.9Mn1O3,0.45 La2O3 + 1 MnO3 + 0.05 Sr2CO3 == 1 La0.9Sr0.1MnO3 + 0.05 CO2 + 0.7 O2,2008,"['heated', 'annealed', 'annealed', 'sintering']","[[950.0], [], [], [1250.0]]","[[24.0], [36.0], [24.0], []]",1250.0,,,24.0,10.1103/physrevb.77.024430,True,2,"['La2O3', 'MnO3', 'Sr2CO3']"
"['Sr2CO3', 'La2O3', 'MnO3']",Sr0.1La0.9Mn1O3.08,0.45 La2O3 + 1 MnO3 + 0.05 Sr2CO3 == 1 La0.9Sr0.1MnO3.08 + 0.05 CO2 + 0.66 O2,2008,"['heated', 'annealed', 'annealed', 'sintering']","[[950.0], [], [], [1250.0]]","[[24.0], [36.0], [24.0], []]",1250.0,,,24.0,10.1103/physrevb.77.024430,True,2,"['La2O3', 'MnO3', 'Sr2CO3']"
"['Ga2O3', 'La2O3', 'Sc2O3', 'SrCO3']",Sr0.1La0.9Sc0.15Ga0.85O2.95,0.425 Ga2O3 + 0.45 La2O3 + 0.075 Sc2O3 + 0.1 SrCO3 == 1 La0.9Sr0.1Ga0.85Sc0.15O2.95 + 0.1 CO2,2001,"['precalcined', 'calcined', 'sintered']","[[999.85], [1349.85], [1529.85]]","[[6.0], [24.0], [5.0]]",1529.85,5.0,1349.85,24.0,10.1016/s0167-2738(01)00904-3,True,4,"['Ga2O3', 'La2O3', 'Sc2O3', 'SrCO3']"
"['Y(NO3)3', 'Sr(NO3)2', 'Yb(NO3)3', 'La(NO3)3']",Sr0.1La0.9Yb0.5Y0.5O3,0.9 La(NO3)3·6H2O + 0.025 O2 + 0.1 Sr(NO3)2 + 0.5 Y(NO3)3·6H2O + 0.5 Yb(NO3)3·3H2O + 5.9 [OH-] == 1 La0.9Sr0.1Yb0.5Y0.5O3 + 12.85 H2O + 5.9 [NO3-],2014,"['heated', 'annealed', 'sintered']","[[349.85], [899.85], [1599.85]]","[[], [2.0], [10.0]]",1599.85,10.0,899.85,2.0,10.1016/j.ssi.2013.11.044,True,4,"['La(NO3)3', 'Sr(NO3)2', 'Y(NO3)3', 'Yb(NO3)3']"
"['Yb2O3', 'La2O3', 'In2O3', 'SrCO3']",Sr0.1La0.9Yb0.8In0.2O3,0.1 In2O3 + 0.45 La2O3 + 0.025 O2 + 0.1 SrCO3 + 0.4 Yb2O3 == 1 La0.9Sr0.1Yb0.8In0.2O3 + 0.1 CO2,2014,"['annealed', 'sintered']","[[1299.85], [1499.85]]","[[10.0], [10.0]]",1499.85,10.0,1299.85,10.0,10.1016/j.ijhydene.2014.06.113,True,4,"['In2O3', 'La2O3', 'SrCO3', 'Yb2O3']"
"['Ga2O3', 'La2O3', 'SrCO3', 'ZnO']",Sr0.1La0.9Zn0.1Ga0.9O3,0.45 Ga2O3 + 0.45 La2O3 + 0.05 O2 + 0.1 SrCO3 + 0.1 ZnO == 1 La0.9Sr0.1Ga0.9Zn0.1O3 + 0.1 CO2,2008,"['calcined', 'sintered']","[[1200.0], [1440.0]]","[[10.0], [10.0]]",1440.0,10.0,1200.0,10.0,10.1007/s10853-007-2328-9,True,4,"['Ga2O3', 'La2O3', 'SrCO3', 'ZnO']"
"['Nd2O3', 'SrCO3', 'Fe2O3']",Sr0.1Nd0.9Fe1O3,0.5 Fe2O3 + 0.45 Nd2O3 + 0.025 O2 + 0.1 SrCO3 == 1 Nd0.9Sr0.1FeO3 + 0.1 CO2,2013,"['heating', 'heated', 'sintered', 'maintained']","[[99.85000000000002], [1200.0, 1100.0, 1000.0], [1300.0], []]","[[2.0], [16.0], [16.0], []]",1300.0,16.0,,,10.1063/1.4813782,True,2,"['Fe2O3', 'Nd2O3', 'SrCO3']"
"['Co2O3', 'SrO2', 'Pr6O11']",Sr0.1Pr0.9Co1O3,0.5 Co2O3 + 0.15 Pr6O11 + 0.1 SrO2 == 1 Pr0.9Sr0.1CoO3 + 0.175 O2,2002,"['Calcinations', 'annealed']","[[], [1100.0]]","[[], [40.0]]",,,1100.0,40.0,10.1016/s0304-8853(02)00382-7,True,2,"['Co2O3', 'Pr6O11', 'SrO2']"
"['MnO2', 'Sm2O3', 'SrCO3', 'PbO', 'TiO2']",Sr0.1Sm0.08Ti0.98Mn0.02Pb0.78O3,0.02 MnO2 + 0.78 PbO + 0.04 Sm2O3 + 0.1 SrCO3 + 0.98 TiO2 == 1 (Pb0.78Sr0.1Sm0.08)(Ti0.98Mn0.02)O3 + 0.1 CO2,2003,"['calcined', 'firing', 'sintered']","[[900.0], [], [1200.0]]","[[2.0], [], [2.0]]",1200.0,2.0,900.0,2.0,10.1016/s0022-0248(03)01452-0,True,4,"['MnO2', 'PbO', 'Sm2O3', 'SrCO3', 'TiO2']"
"['MnO2', 'Nd2O3', 'SrCO3', 'CaCO3']",Sr0.25Ca0.25Nd0.5Mn1O3,0.25 CaCO3 + 1 MnO2 + 0.25 Nd2O3 + 0.25 SrCO3 == 1 Nd0.5Ca0.25Sr0.25MnO3 + 0.5 CO2 + 0.125 O2,2006,"['preheated', 'heated', 'sintered']","[[900.0], [1200.0], [1350.0]]","[[24.0], [30.0], [40.0]]",1350.0,40.0,,,10.1063/1.2338136,True,2,"['CaCO3', 'MnO2', 'Nd2O3', 'SrCO3']"
"['Cr2O3', 'La2O3', 'SrCO3']",Sr0.25La0.75Cr1O3,0.5 Cr2O3 + 0.375 La2O3 + 0.062 O2 + 0.25 SrCO3 == 1 La0.75Sr0.25CrO3 + 0.25 CO2,2008,['sintered'],[[1149.85]],[[48.0]],1149.85,48.0,,,10.1016/j.jmmm.2007.11.003,True,2,"['Cr2O3', 'La2O3', 'SrCO3']"
"['Cr2O3', 'La2O3', 'SrCO3', 'Mn2O3']",Sr0.25La0.75Mn0.5Cr0.5O3,0.25 Cr2O3 + 0.375 La2O3 + 0.25 Mn2O3 + 0.062 O2 + 0.25 SrCO3 == 1 La0.75Sr0.25Cr0.5Mn0.5O3 + 0.25 CO2,2006,"['fired', 'sintered']","[[1200.0], [1475.0]]","[[], []]",1475.0,,1333.2833333333333,12.0,10.1016/j.ssi.2006.04.011,True,3,"['Cr2O3', 'La2O3', 'Mn2O3', 'SrCO3']"
"['MnCO3', 'Cr2O3', 'La2O3', 'SrCO3']",Sr0.25La0.75Mn0.5Cr0.5O3,0.25 Cr2O3 + 0.375 La2O3 + 0.5 MnCO3 + 0.188 O2 + 0.25 SrCO3 == 1 La0.75Sr0.25Cr0.5Mn0.5O3 + 0.75 CO2,2006,"['heated', 'sintered']","[[1200.0], [1200.0]]","[[20.0], [2.0]]",1262.5,5.5,1200.0,20.0,10.1149/1.2179347,True,4,"['Cr2O3', 'La2O3', 'MnCO3', 'SrCO3']"
"['La2O3', 'SrCO3', 'MnO2']",Sr0.25La0.75Mn1O3,0.375 La2O3 + 1 MnO2 + 0.25 SrCO3 == 1 La0.75Sr0.25MnO3 + 0.25 CO2 + 0.188 O2,2005,['calcinated'],[[1200.0]],[[24.0]],1400.0,48.0,1200.0,24.0,10.1063/1.2032614,True,4,"['La2O3', 'MnO2', 'SrCO3']"
"['La2O3', 'SrCO3', 'Co3O4']",Sr0.25La1.75Co1O4,0.333 Co3O4 + 0.875 La2O3 + 0.25 SrCO3 == 1 La1.75Sr0.25CoO4 + 0.25 CO2 + 0.104 O2,2013,"['reacted', 'sintered', 'sintered']","[[1200.0], [1225.0], [1250.0]]","[[], [48.0], [24.0]]",1250.0,24.0,,,10.1103/physrevb.88.165121,True,2,"['Co3O4', 'La2O3', 'SrCO3']"
"['Nd2O3', 'SrCO3', 'NiO']",Sr0.25Nd1.75Ni1O4,0.875 Nd2O3 + 1 NiO + 0.062 O2 + 0.25 SrCO3 == 1 Nd1.75Sr0.25NiO4 + 0.25 CO2,2010,['sintered'],[[1425.0]],[[3.0]],1425.0,3.0,1200.0,3.0,10.1016/j.ssc.2010.07.011,True,4,"['Nd2O3', 'NiO', 'SrCO3']"
"['MnO2', 'La2O3', 'SrCO3', 'CaCO3']",Sr0.2Ca0.2La0.6Mn1O3,0.2 CaCO3 + 0.3 La2O3 + 1 MnO2 + 0.2 SrCO3 == 1 La0.6Sr0.2Ca0.2MnO3 + 0.4 CO2 + 0.15 O2,2003,['sintered'],[[1350.0]],[[18.0]],1350.0,18.0,,,10.1016/s0304-8853(02)01151-4,True,2,"['CaCO3', 'La2O3', 'MnO2', 'SrCO3']"
"['MnO2', 'CaCO3', 'Eu2O3', 'SrCO3', 'La2O3']",Sr0.2Ca0.3La0.3Eu0.2Mn1O3,0.3 CaCO3 + 0.1 Eu2O3 + 0.15 La2O3 + 1 MnO2 + 0.2 SrCO3 == 1 (La0.3Eu0.2)(Ca0.3Sr0.2)MnO3 + 0.5 CO2 + 0.125 O2,2005,"['calcinated', 'sintered']","[[950.0], [1100.0]]","[[], []]",1100.0,,950.0,,10.1063/1.1853231,True,2,"['CaCO3', 'Eu2O3', 'La2O3', 'MnO2', 'SrCO3']"
"['TiO2', 'SrCO3', 'CaCO3']",Sr0.2Ca0.8Ti1O3,0.8 CaCO3 + 0.2 SrCO3 + 1 TiO2 == 1 Ca0.8Sr0.2TiO3 + 1 CO2,2012,"['calcined', 'sintered']","[[1100.0, 1250.0], [1460.0]]","[[4.0, 2.0], [4.0]]",1460.0,4.0,1140.0,3.6666666666666665,10.1007/s10853-012-6251-3,True,4,"['CaCO3', 'SrCO3', 'TiO2']"
"['SrCO3', 'Fe2O3', 'Bi2O3']",Sr0.2Fe1Bi0.8O3,0.4 Bi2O3 + 0.5 Fe2O3 + 0.05 O2 + 0.2 SrCO3 == 1 Bi0.8Sr0.2FeO3 + 0.2 CO2,2011,"['calcined', 'sintering']","[[599.85], []]","[[2.0], []]",,,599.85,2.0,10.1063/1.3646557,True,2,"['Bi2O3', 'Fe2O3', 'SrCO3']"
"['Ni2O3', 'La2O3', 'SrCO3', 'Co3O4']",Sr0.2La0.8Co0.6Ni0.4O3,0.2 Co3O4 + 0.4 La2O3 + 0.2 Ni2O3 + 0.1 O2 + 0.2 SrCO3 == 1 La0.8Sr0.2Co0.6Ni0.4O3 + 0.2 CO2,1999,"['calcined', 'calcined']","[[950.0], [400.0]]","[[5.0], [5.0]]",,,400.0,5.0,10.1016/s0925-4005(99)00117-3,True,2,"['Co3O4', 'La2O3', 'Ni2O3', 'SrCO3']"
"['La2O3', 'SrCO3', 'Co3O4']",Sr0.2La0.8Co1O3,0.333 Co3O4 + 0.4 La2O3 + 0.133 O2 + 0.2 SrCO3 == 1 La0.8Sr0.2CoO3 + 0.2 CO2,2006,"['calcined', 'sintered', 'kept']","[[1000.0], [1300.0], [800.0]]","[[12.0], [24.0], []]",1366.6166666666668,18.666666666666668,1074.925,13.0,10.1016/j.ssi.2005.12.032,True,4,"['Co3O4', 'La2O3', 'SrCO3']"
"['Cr2O3', 'Co2O3', 'La2O3', 'SrCO3']",Sr0.2La0.8Cr0.8Co0.2O3,0.1 Co2O3 + 0.4 Cr2O3 + 0.4 La2O3 + 0.05 O2 + 0.2 SrCO3 == 1 La0.8Sr0.2Co0.2Cr0.8O3 + 0.2 CO2,2011,"['calcined', 'sintered']","[[1150.0], [1510.0]]","[[5.0], [1.0]]",1510.0,1.0,1150.0,5.0,10.1016/j.ssi.2010.09.013,True,4,"['Co2O3', 'Cr2O3', 'La2O3', 'SrCO3']"
"['Cr2O3', 'La2O3', 'SrCO3']",Sr0.2La0.8Cr1O3,0.5 Cr2O3 + 0.4 La2O3 + 0.05 O2 + 0.2 SrCO3 == 1 La0.8Sr0.2CrO3 + 0.2 CO2,2006,"['calcined', 'sintered', 'fired']","[[1300.0], [1550.0], [850.0]]","[[10.0], [10.0], []]",1550.0,10.0,1300.0,10.0,10.1016/j.memsci.2006.03.011,True,4,"['Cr2O3', 'La2O3', 'SrCO3']"
"['La2O3', 'SrCO3', 'Fe2O3']",Sr0.2La0.8Fe1O3,0.5 Fe2O3 + 0.4 La2O3 + 0.05 O2 + 0.2 SrCO3 == 1 La0.8Sr0.2FeO3 + 0.2 CO2,2008,[],[],[],,,1300.0,15.0,10.1016/j.tsf.2007.09.002,True,2,"['Fe2O3', 'La2O3', 'SrCO3']"
"['Ga2O3', 'La2O3', 'SrCO3', 'Fe2O3']",Sr0.2La0.8Ga0.3Fe0.7O3,0.35 Fe2O3 + 0.15 Ga2O3 + 0.4 La2O3 + 0.05 O2 + 0.2 SrCO3 == 1 La0.8Sr0.2Fe0.7Ga0.3O3 + 0.2 CO2,2014,['calcined'],[[1100.0]],[[8.0]],,,1100.0,8.0,10.1016/j.memsci.2013.11.038,True,2,"['Fe2O3', 'Ga2O3', 'La2O3', 'SrCO3']"
"['Ga2O3', 'La2O3', 'SrCO3']",Sr0.2La0.8Ga1O2.9,0.5 Ga2O3 + 0.4 La2O3 + 0.2 SrCO3 == 1 La0.8Sr0.2GaO2.9 + 0.2 CO2,2003,"['calcining', 'sintering']","[[900.0], [1450.0]]","[[], [10.0]]",1450.0,10.0,900.0,,10.1016/s0921-5107(02)00560-3,True,3,"['Ga2O3', 'La2O3', 'SrCO3']"
"['CoO', 'MgO', 'SrCO3', 'Ga2O3', 'La2O3']",Sr0.2La0.8Mg0.115Ga0.8Co0.085O3,0.085 CoO + 0.4 Ga2O3 + 0.4 La2O3 + 0.115 MgO + 0.1 O2 + 0.2 SrCO3 == 1 La0.8Sr0.2Ga0.8Mg0.115Co0.085O3 + 0.2 CO2,2007,"['pre-calcined', 'sintered']","[[999.85], [1499.85]]","[[6.0], [6.0]]",1499.925,6.0,974.925,8.0,10.1016/j.jpowsour.2006.12.090,True,4,"['CoO', 'Ga2O3', 'La2O3', 'MgO', 'SrCO3']"
"['Ga2O3', 'La2O3', 'SrCO3', 'MgO']",Sr0.2La0.8Mg0.15Ga0.85O2.825,0.425 Ga2O3 + 0.4 La2O3 + 0.15 MgO + 0.2 SrCO3 == 1 La0.80Sr0.20Ga0.85Mg0.15O2.825 + 0.2 CO2,2009,['calcined'],[[1300.0]],[[16.0]],,,1300.0,16.0,10.1016/j.jpowsour.2008.11.103,True,2,"['Ga2O3', 'La2O3', 'MgO', 'SrCO3']"
"['CoO', 'MgO', 'SrCO3', 'Ga2O3', 'La2O3']",Sr0.2La0.8Mg0.15Ga0.8Co0.05O2.8,0.05 CoO + 0.4 Ga2O3 + 0.4 La2O3 + 0.15 MgO + 0.2 SrCO3 == 1 La0.8Sr0.2Ga0.8Mg0.15Co0.05O2.8 + 0.2 CO2,2001,"['calcined', 'sintered', 'heated', 'heated']","[[1200.0], [1500.0], [1200.0], [650.0]]","[[], [], [], [2.0]]",1500.0,,1200.0,,10.1149/1.1409972,True,2,"['CoO', 'Ga2O3', 'La2O3', 'MgO', 'SrCO3']"
"['MgO', 'Co3O4', 'SrCO3', 'Ga2O3', 'La2O3']",Sr0.2La0.8Mg0.15Ga0.8Co0.05O3,0.017 Co3O4 + 0.4 Ga2O3 + 0.4 La2O3 + 0.15 MgO + 0.092 O2 + 0.2 SrCO3 == 1 (La0.8Sr0.2)(Ga0.8Mg0.15Co0.05)O3 + 0.2 CO2,2012,['calcined'],[[1400.0]],[[]],,,1425.0,,10.1016/j.matlet.2011.11.103,True,1,"['Co3O4', 'Ga2O3', 'La2O3', 'MgO', 'SrCO3']"
"['CoO', 'MgO', 'SrCO3', 'Ga2O3', 'La2O3']",Sr0.2La0.8Mg0.15Ga0.8Co0.05O3,0.05 CoO + 0.4 Ga2O3 + 0.4 La2O3 + 0.15 MgO + 0.1 O2 + 0.2 SrCO3 == 1 La0.8Sr0.2Ga0.8Mg0.15Co0.05O3 + 0.2 CO2,2004,"['calcined', 'sintered']","[[], [1500.0]]","[[], [6.0]]",1418.675,5.25,999.85,6.0,10.1149/1.1790532,True,4,"['CoO', 'Ga2O3', 'La2O3', 'MgO', 'SrCO3']"
"['Ga2O3', 'La2O3', 'SrCO3', 'MgO']",Sr0.2La0.8Mg0.17Ga0.83O1,0.415 Ga2O3 + 0.4 La2O3 + 0.17 MgO + 0.2 SrCO3 == 1 La0.8Sr0.2Ga0.83Mg0.17O + 0.2 CO2 + 0.908 O2,2007,"['fired', 'sintered']","[[1250.0], [1470.0]]","[[5.0], [10.0]]",1470.0,10.0,,,10.1016/j.ssi.2007.09.001,True,2,"['Ga2O3', 'La2O3', 'MgO', 'SrCO3']"
"['La2(CO3)3', 'Ga2O3', 'SrCO3', 'MgO']",Sr0.2La0.8Mg0.17Ga0.83O2.815,0.415 Ga2O3 + 0.4 La2(CO3)3 + 0.17 MgO + 0.2 SrCO3 == 1 La0.8Sr0.2Ga0.83Mg0.17O2.815 + 1.4 CO2,2005,['calcining'],[[1200.0]],[[4.0]],,,1200.0,4.0,10.1149/1.1992478,True,2,"['Ga2O3', 'La2(CO3)3', 'MgO', 'SrCO3']"
"['Ga2O3', 'La2O3', 'SrCO3', 'MgO']",Sr0.2La0.8Mg0.17Ga0.83O2.815,0.415 Ga2O3 + 0.4 La2O3 + 0.17 MgO + 0.2 SrCO3 == 1 La0.8Sr0.2Ga0.83Mg0.17O2.815 + 0.2 CO2,2007,"['calcined', 'sintering']","[[1250.0], [1450.0]]","[[], [24.0]]",1450.0,16.333333333333332,1133.3333333333333,15.0,10.1016/j.ssi.2007.01.013,True,4,"['Ga2O3', 'La2O3', 'MgO', 'SrCO3']"
"['Ga2O3', 'La2O3', 'SrCO3', 'MgCO3']",Sr0.2La0.8Mg0.17Ga0.83O3,0.415 Ga2O3 + 0.4 La2O3 + 0.17 MgCO3 + 0.092 O2 + 0.2 SrCO3 == 1 La0.8Sr0.2Ga0.83Mg0.17O3 + 0.37 CO2,1999,['sintered'],[[]],[[20.0]],,20.0,,,10.1016/s0167-2738(98)00474-3,True,1,"['Ga2O3', 'La2O3', 'MgCO3', 'SrCO3']"
"['Ga2O3', 'La2O3', 'SrCO3', 'MgO']",Sr0.2La0.8Mg0.17Ga0.83O3,0.415 Ga2O3 + 0.4 La2O3 + 0.17 MgO + 0.092 O2 + 0.2 SrCO3 == 1 La0.8Sr0.2Ga0.83Mg0.17O3 + 0.2 CO2,2011,"['calcined', 'sintered']","[[1250.0], [1450.0]]","[[10.0], [12.0]]",1450.0,11.0,1166.6666666666667,10.0,10.1016/j.jpowsour.2011.06.096,True,4,"['Ga2O3', 'La2O3', 'MgO', 'SrCO3']"
"['Ga2O3', 'La2O3', 'MgO', 'SrO']",Sr0.2La0.8Mg0.17Ga0.83O3,0.415 Ga2O3 + 0.4 La2O3 + 0.17 MgO + 0.092 O2 + 0.2 SrO == 1 La0.8Sr0.2Ga0.83Mg0.17O3,2001,"['calcined', 'calcined', 'fired']","[[1000.0], [1200.0], [1400.0]]","[[], [], []]",,,1200.0,,10.1016/s0025-5408(01)00530-x,True,1,"['Ga2O3', 'La2O3', 'MgO', 'SrO']"
"['MgO', 'SrCO3', 'NiO', 'Ga2O3', 'La2O3']",Sr0.2La0.8Mg0.1Ga0.8Ni0.1O3,0.4 Ga2O3 + 0.4 La2O3 + 0.1 MgO + 0.1 NiO + 0.1 O2 + 0.2 SrCO3 == 1 La0.8Sr0.2Ga0.8Mg0.1Ni0.1O3 + 0.2 CO2,2004,"['fired', 'sintered']","[[999.85], [1499.85]]","[[6.0], [6.0]]",1499.85,6.0,,,10.1149/1.1690785,True,2,"['Ga2O3', 'La2O3', 'MgO', 'NiO', 'SrCO3']"
"['Ga2O3', 'La2O3', 'SrCO3', 'MgO']",Sr0.2La0.8Mg0.2Ga0.8O2.8,0.4 Ga2O3 + 0.4 La2O3 + 0.2 MgO + 0.2 SrCO3 == 1 La0.8Sr0.2Ga0.8Mg0.2O2.8 + 0.2 CO2,2000,"['heated', 'sintered']","[[950.0], [1450.0]]","[[5.0], [5.0]]",1452.814285714286,10.857142857142858,1133.3333333333333,8.166666666666666,10.1016/s0167-2738(00)00705-0,True,4,"['Ga2O3', 'La2O3', 'MgO', 'SrCO3']"
"['Ga2O3', 'La2O3', 'SrCO3', 'MgO']",Sr0.2La0.8Mg0.2Ga0.8O3,0.4 Ga2O3 + 0.4 La2O3 + 0.2 MgO + 0.1 O2 + 0.2 SrCO3 == 1 La0.8Sr0.2Ga0.8Mg0.2O3 + 0.2 CO2,2000,"['calcined', 'sintered']","[[1150.0], [1500.0]]","[[10.0], [10.0]]",1478.69375,6.125,1124.9625,9.428571428571429,10.1016/s0378-7753(99)00431-0,True,4,"['Ga2O3', 'La2O3', 'MgO', 'SrCO3']"
"['Mn(NO3)2', 'Sr(NO3)2', 'La(NO3)3']",Sr0.2La0.8Mn1O3,0.8 La(NO3)3·6H2O + 1 MnN2O6·4H2O + 0.3 O2 + 0.2 Sr(NO3)2 + 4.8 [OH-] == 1 La0.8Sr0.2MnO3 + 11.2 H2O + 4.8 [NO3-],2009,"['calcined', 'sintered']","[[1150.0], [1200.0]]","[[5.0], [5.0]]",1200.0,5.0,1150.0,5.0,10.1016/j.tsf.2009.07.058,True,4,"['La(NO3)3', 'Mn(NO3)2', 'Sr(NO3)2']"
"['Mn2(CO3)7', 'La2O3', 'SrCO3']",Sr0.2La0.8Mn1O3,0.4 La2O3 + 0.5 Mn2(CO3)7 + 0.2 SrCO3 == 1 La0.8Sr0.2MnO3 + 3.7 CO2 + 0.95 O2,1998,['calcined'],[[1200.0]],[[18.5]],1400.0,4.0,1050.0,14.25,10.1016/s0167-2738(98)00379-8,True,4,"['La2O3', 'Mn2(CO3)7', 'SrCO3']"
"['La2O3', 'SrCO3', 'Mn2O3']",Sr0.2La0.8Mn1O3,0.4 La2O3 + 0.5 Mn2O3 + 0.05 O2 + 0.2 SrCO3 == 1 La0.8Sr0.2MnO3 + 0.2 CO2,2004,"['firing', 'sintered']","[[], []]","[[], []]",1300.0,5.0,1150.0,5.0,10.1016/j.ssi.2004.06.019,True,4,"['La2O3', 'Mn2O3', 'SrCO3']"
"['La2O3', 'SrCO3', 'Mn3O4']",Sr0.2La0.8Mn1O3,0.4 La2O3 + 0.333 Mn3O4 + 0.133 O2 + 0.2 SrCO3 == 1 La0.8Sr0.2MnO3 + 0.2 CO2,2004,"['calcined', 'sintered']","[[1299.85, 1199.85, 999.85], [1449.85]]","[[24.0, 24.0, 10.0], [5.0]]",1449.85,5.0,1299.85,24.0,10.1016/j.jmmm.2004.03.029,True,4,"['La2O3', 'Mn3O4', 'SrCO3']"
"['MnCO3', 'La2O3', 'SrCO3']",Sr0.2La0.8Mn1O3,0.4 La2O3 + 1 MnCO3 + 0.3 O2 + 0.2 SrCO3 == 1 La0.8Sr0.2MnO3 + 1.2 CO2,2004,['calcined'],[[1200.0]],[[24.0]],1400.0,15.0,1100.0,13.0,10.1016/j.vacuum.2003.12.096,True,4,"['La2O3', 'MnCO3', 'SrCO3']"
"['MnO', 'La2O3', 'SrO']",Sr0.2La0.8Mn1O3,0.4 La2O3 + 1 MnO + 0.3 O2 + 0.2 SrO == 1 La0.8Sr0.2MnO3,2003,"['calcined', 'calcined']","[[1200.0], [1400.0]]","[[12.0], [6.0]]",,,1400.0,6.0,10.1016/s0921-5107(03)00179-x,True,2,"['La2O3', 'MnO', 'SrO']"
"['La2O3', 'Sr(NO3)2', 'MnO2']",Sr0.2La0.8Mn1O3,0.4 La2O3 + 1 MnO2 + 0.2 Sr(NO3)2 + 0.4 [OH-] == 1 La0.8Sr0.2MnO3 + 0.2 H2O + 0.2 O2 + 0.4 [NO3-],2006,"['calcined', 'sintered']","[[], [1200.0]]","[[], [8.0]]",1333.3333333333333,5.0,875.0,8.0,10.1016/j.jpowsour.2006.04.049,True,4,"['La2O3', 'MnO2', 'Sr(NO3)2']"
